time(sec),Fx1,Fy1,Fz1,COPx1,COPy1,COPz1,Tz1,Fx2,Fy2,Fz2,COPx2,COPy2,COPz2,Tz2,Fx3,Fy3,Fz3,COPx3,COPy3,COPz3,Tz3
6.748333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.500900,10.071100,491.333000,361.863000,198.013000,0.000000,3.046340,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.749167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.637200,11.597000,494.385000,362.593000,198.766000,0.000000,2.824373,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.750000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,89.721600,11.597000,496.216000,359.779000,199.508000,0.000000,2.283840,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.750833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,86.975100,9.460760,498.657000,359.486000,197.552000,0.000000,2.703312,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.751667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.195800,8.545240,498.657000,358.384000,199.511000,0.000000,3.028527,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.752500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.501000,7.019360,504.150000,359.201000,199.274000,0.000000,2.724545,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.753333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,87.890600,6.103830,504.150000,358.838000,199.758000,0.000000,2.823943,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.754167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.806100,6.714190,502.930000,356.796000,199.029000,0.000000,2.828330,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.755000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942400,7.629720,499.268000,359.413000,199.022000,0.000000,2.753654,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.755833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,87.585400,5.798660,501.709000,357.664000,199.027000,0.000000,3.059415,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.756667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,93.078600,4.883150,501.099000,358.465000,199.026000,0.000000,3.102858,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.757500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.247600,3.357260,502.319000,358.323000,200.000000,0.000000,3.100095,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.758333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942400,1.526210,502.930000,357.524000,199.029000,0.000000,3.486011,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.759167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552700,1.526210,501.709000,357.664000,200.000000,0.000000,3.391003,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.760000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.637200,0.305505,501.709000,356.934000,200.244000,0.000000,3.666832,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.760833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.026900,0.000327,501.709000,355.839000,200.000000,0.000000,3.204332,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.761667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.026900,-1.830730,499.268000,357.213000,200.978000,0.000000,4.221108,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.762500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.773500,-3.661770,496.216000,356.458000,201.722000,0.000000,3.845502,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.763333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.857900,-4.272130,495.605000,355.788000,200.247000,0.000000,3.648472,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.764167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-4.882480,490.723000,354.851000,200.249000,0.000000,3.861166,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.765000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-6.713530,492.554000,355.390000,199.257000,0.000000,3.599739,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.765833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.857900,-7.018710,491.943000,357.692000,201.241000,0.000000,3.906369,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.766667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.857900,-8.544590,490.112000,354.545000,200.996000,0.000000,3.945005,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.767500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.468300,-9.765290,486.450000,354.956000,202.008000,0.000000,4.201348,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.768333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942400,-10.986000,484.009000,352.963000,201.766000,0.000000,4.038356,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.769167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.468300,-11.596300,484.619000,353.652000,201.512000,0.000000,4.240987,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.770000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.637300,-12.206700,477.295000,353.708000,202.046000,0.000000,4.411601,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.770833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942400,-15.258500,474.854000,354.370000,201.800000,0.000000,4.472311,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.771667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.858000,-13.427400,473.022000,354.968000,202.065000,0.000000,4.223664,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.772500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,93.078700,-14.648100,469.360000,352.276000,202.081000,0.000000,4.621551,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.773333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942400,-14.648100,467.529000,352.480000,202.350000,0.000000,4.095237,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.774167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942500,-15.868800,465.698000,353.473000,204.194000,0.000000,4.617415,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.775000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.858000,-16.784300,462.646000,352.639000,202.639000,0.000000,4.604932,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.775833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942500,-17.089500,462.036000,351.123000,202.378000,0.000000,4.752038,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.776667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-18.310200,457.764000,352.000000,202.667000,0.000000,4.309092,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.777500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.858000,-18.005000,455.933000,354.618000,202.410000,0.000000,4.592225,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.778333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-18.310200,452.271000,351.012000,202.969000,0.000000,4.684870,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.779167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,93.078700,-19.225700,451.050000,350.744000,200.271000,0.000000,4.296713,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.780000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.468300,-19.836100,447.998000,350.272000,203.815000,0.000000,4.462757,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.780833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.858000,-20.446400,448.608000,350.204000,203.266000,0.000000,4.622399,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.781667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.773500,-19.836100,445.557000,349.726000,203.562000,0.000000,4.429619,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.782500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.163200,-21.362000,444.946000,347.737000,203.841000,0.000000,4.486547,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.783333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-21.362000,441.895000,350.967000,203.591000,0.000000,4.713423,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.784167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.501100,-21.056800,441.895000,349.724000,203.591000,0.000000,4.752286,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.785000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.468400,-21.972300,439.453000,349.167000,203.334000,0.000000,4.501392,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.785833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,93.078700,-21.667100,439.453000,350.417000,202.500000,0.000000,4.437877,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.786667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.773500,-21.362000,436.401000,349.930000,203.077000,0.000000,4.556419,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.787500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.773500,-20.446400,432.739000,350.353000,203.385000,0.000000,4.273266,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.788333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,92.163200,-22.277500,434.570000,350.140000,204.214000,0.000000,4.984380,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.789167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,91.552800,-21.667100,435.181000,348.387000,203.647000,0.000000,4.769749,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.790000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.942500,-21.972300,434.570000,350.562000,203.933000,0.000000,5.039200,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.790833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.332100,-22.582700,434.570000,348.455000,204.495000,0.000000,4.613078,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.791667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.332100,-21.667200,433.350000,349.859000,203.380000,0.000000,4.589977,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.792500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.332100,-22.277500,431.519000,348.798000,202.829000,0.000000,4.913207,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.793333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.332100,-21.972300,437.012000,347.765000,200.838000,0.000000,4.421105,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.794167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.637300,-21.972300,434.570000,351.826000,202.809000,0.000000,4.323027,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.795000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.332100,-21.667200,437.622000,347.280000,202.511000,0.000000,4.364039,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.795833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,90.637300,-22.277500,435.791000,350.000000,203.081000,0.000000,4.414369,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.796667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,89.416600,-21.972300,437.622000,346.444000,203.069000,0.000000,4.682351,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.797500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,88.806200,-22.277500,440.063000,347.018000,202.774000,0.000000,4.498142,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.798333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,89.111400,-21.667200,436.401000,347.413000,203.916000,0.000000,4.763717,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.799167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,87.890700,-24.718900,437.622000,347.699000,203.347000,0.000000,4.860687,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.800000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,87.890700,-21.667200,438.843000,347.566000,202.782000,0.000000,4.479484,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.800833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,87.890700,-22.277500,438.843000,348.401000,203.338000,0.000000,4.575982,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.801667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,85.449300,-21.362000,441.284000,348.133000,203.043000,0.000000,4.309479,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.802500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,86.364800,-21.362000,441.895000,348.066000,202.486000,0.000000,4.628939,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.803333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,86.059700,-21.667200,441.895000,347.238000,204.144000,0.000000,4.492937,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.804167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,85.144100,-21.362000,444.946000,346.091000,204.115000,0.000000,4.173104,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.805000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,84.839000,-21.972300,445.557000,347.260000,204.110000,0.000000,4.866109,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.805833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,84.228600,-21.362000,446.167000,344.733000,204.104000,0.000000,4.780271,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.806667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,83.923400,-21.056800,449.219000,346.467000,202.989000,0.000000,4.525193,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.807500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,82.702700,-21.972400,450.439000,345.528000,204.065000,0.000000,4.815556,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.808333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,83.618200,-21.667200,451.660000,344.189000,203.514000,0.000000,4.730296,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.809167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,84.228600,-21.056800,447.388000,347.476000,203.820000,0.000000,4.800456,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.810000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,79.651000,-21.667200,454.102000,346.774000,201.882000,0.000000,4.825475,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.810833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,82.397500,-20.446500,455.322000,346.649000,202.413000,0.000000,4.723194,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.811667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,81.482000,-20.446500,456.543000,346.925000,204.011000,0.000000,4.582176,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.812500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,82.092400,-20.751700,459.595000,346.215000,203.453000,0.000000,5.270825,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.813333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,80.261300,-19.225800,460.815000,344.901000,203.444000,0.000000,4.984898,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.814167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,80.261300,-21.056800,463.257000,345.850000,203.426000,0.000000,4.810989,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.815000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,78.430300,-20.751700,465.698000,345.216000,203.932000,0.000000,5.275017,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.815833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,77.819900,-20.446500,466.309000,345.942000,203.142000,0.000000,5.212183,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.816667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,77.209600,-20.751700,469.360000,344.863000,203.121000,0.000000,5.017175,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.817500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,76.904400,-19.836100,474.854000,346.658000,203.856000,0.000000,4.884166,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.818333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,74.157800,-19.531000,479.736000,341.985000,203.308000,0.000000,4.818983,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.819167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,75.378500,-20.141300,485.840000,342.965000,201.005000,0.000000,4.694786,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.820000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,76.599200,-19.225800,488.892000,341.199000,203.995000,0.000000,4.943318,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.820833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,75.988800,-19.225800,493.774000,341.162000,203.708000,0.000000,4.918359,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.821667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,75.683700,-19.531000,493.774000,340.791000,204.945000,0.000000,5.016165,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.822500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,78.125100,-20.446500,493.164000,339.356000,205.198000,0.000000,4.872897,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.823333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,79.345800,-21.056800,494.385000,341.111000,204.198000,0.000000,5.227080,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.824167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,78.125100,-21.362000,498.657000,339.290000,203.917000,0.000000,4.807439,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.825000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,81.482000,-20.446500,501.709000,339.416000,203.650000,0.000000,4.856989,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.825833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,81.482000,-18.310300,502.319000,339.733000,204.374000,0.000000,5.020695,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.826667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,82.092400,-19.225800,504.761000,339.178000,203.870000,0.000000,5.007696,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.827500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,82.702700,-18.615400,505.981000,340.531000,203.136000,0.000000,4.950626,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.828333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,80.261300,-18.615400,507.202000,340.433000,203.851000,0.000000,4.998533,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.829167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,79.040600,-18.615400,505.981000,339.807000,203.619000,0.000000,5.055391,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.830000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,79.040600,-17.699900,505.981000,339.445000,203.136000,0.000000,5.249024,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.830833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,78.430200,-16.479200,510.254000,338.756000,203.828000,0.000000,5.150329,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.831667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,76.599200,-16.174000,509.644000,339.880000,203.114000,0.000000,4.911869,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.832500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,73.242300,-15.868900,509.033000,337.770000,202.398000,0.000000,4.803323,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.833333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,72.937100,-14.648200,512.695000,338.571000,201.191000,0.000000,4.588634,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.834167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,70.800800,-13.732700,515.747000,339.763000,202.604000,0.000000,4.758739,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.835000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,68.969800,-13.732700,518.799000,338.471000,202.588000,0.000000,4.643575,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.835833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,68.664600,-12.817100,515.747000,338.698000,203.077000,0.000000,4.552497,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.836667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,67.749100,-12.512000,516.968000,336.836000,203.306000,0.000000,4.713191,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.837500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,66.528400,-11.901600,520.630000,338.335000,203.048000,0.000000,4.504246,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.838333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,65.002500,-10.680900,516.357000,337.234000,203.546000,0.000000,4.564961,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.839167,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,65.002500,-12.817100,516.357000,335.816000,202.837000,0.000000,4.671789,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.840000,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,65.002500,-10.070600,516.357000,337.234000,203.546000,0.000000,4.542238,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.840833,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,66.223200,-9.765390,516.357000,336.170000,203.783000,0.000000,4.540507,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.841667,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,65.002500,-9.155040,518.188000,336.396000,203.063000,0.000000,4.377529,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.842500,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,65.002500,-9.460210,519.409000,335.958000,203.290000,0.000000,4.582348,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
6.843333,-0.000000,-0.000000,-0.000000,-300.000000,200.000000,0.000000,0.000000,66.223200,-9.765390,520.020000,335.211000,203.521000,0.000000,4.422241,-0.000000,-0.000000,-0.000000,-900.000000,200.000000,0.000000,0.000000,
